transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2019-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,329.2548,117.69
2019-09-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,308.0126,117.69
2019-09-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,318.6337,117.69
2019-09-25,JPM,"JPMORGAN, CHASE &AMP; CO","10% Owner, Director by Deputization",Series B-4 Cumulative Convertible Preferred Stock,A,1875000.0,
2019-09-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,75000.0,46.58
2019-09-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,53583.0,119.575
2019-09-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Stock Appreciation Rights,D,75000.0,0.0
2019-09-10,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Stock Appreciation Rights,D,75000.0,0.0
2019-09-10,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,53944.0,116.4987
2019-09-10,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,75000.0,46.58
2019-08-08,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,18200.0,109.91
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,148176.0,115.635
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,29784.0,115.635
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,44995.0,35.61
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,76924.0,44.29
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,209206.0,46.58
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Stock Appreciation Rights,D,209206.0,0.0
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,53740.0,115.635
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Stock Appreciation Rights,D,76924.0,0.0
2019-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Stock Appreciation Rights,D,44995.0,0.0
2019-07-18,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,10816.0,115.0017
2019-07-17,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,13341.0,114.2794
2019-06-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,290.6977,111.8
2019-06-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,380.1431,111.8
2019-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,297.4552,111.8
2019-06-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,424.8658,111.8
2019-06-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,346.6011,111.8
2019-06-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,290.6977,111.8
2019-05-09,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,375277.0,0.0
2019-05-09,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,375277.0,0.0
2019-05-01,JPM,"SCHER, PETER",Executive Vice President,Stock Appreciation Rights,D,33996.0,0.0
2019-05-01,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,33996.0,46.58
2019-05-01,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,23180.0,116.055
2019-04-30,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,13845.0,0.0
2019-04-18,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,1700.0,114.2599
2019-04-16,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,18000.0,111.0246
2019-04-15,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,72340.0,109.9201
2019-04-15,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,57285.0,110.06
2019-04-15,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Stock Appreciation Rights,D,78452.0,0.0
2019-04-15,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,18303.0,109.7385
2019-04-15,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,78452.0,46.58
2019-04-15,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,20145.0,109.7533
2019-04-15,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,3230.0,110.4288
2019-04-15,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,3710.0,109.7528
2019-04-15,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,41395.0,109.9861
2019-04-15,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,115415.0,109.7501
2019-03-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,321.0511,101.23
2019-03-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,469.2285,101.23
2019-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,284.0067,101.23
2019-03-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,407.4879,101.23
2019-03-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,321.0511,101.23
2019-03-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,432.1841,101.23
2019-03-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,493.9247,101.23
2019-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,D,578091.2282,0.0
2019-03-25,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,41647.6077,99.33
2019-03-25,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,78254.6077,0.0
2019-03-25,JPM,"LAKE, MARIANNE",Chief Financial Officer,Performance Share Units,D,86714.8142,0.0
2019-03-25,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,46149.8142,99.33
2019-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,78416.022,0.0
2019-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,38126.022,99.33
2019-03-25,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,D,78416.022,0.0
2019-03-25,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,137473.0518,0.0
2019-03-25,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,70318.0518,99.33
2019-03-25,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Performance Share Units,D,137473.0518,0.0
2019-03-25,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,A,163780.301,0.0
2019-03-25,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,76977.301,99.33
2019-03-25,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Performance Share Units,D,163780.301,0.0
2019-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,31725.4162,0.0
2019-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,16884.4162,99.33
2019-03-25,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,D,31725.4162,0.0
2019-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,A,145932.2581,0.0
2019-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Common Stock,D,77665.2581,99.33
2019-03-25,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,D,145932.2581,0.0
2019-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,A,578091.2282,0.0
2019-03-25,JPM,"DIMON, JAMES","Director, Chairman & CEO",Common Stock,D,307660.2282,99.33
2019-03-25,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,86714.8142,0.0
2019-03-25,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Performance Share Units,D,78254.6077,0.0
2019-03-19,JPM,"LAKE, MARIANNE",Chief Financial Officer,Performance Share Units,A,86714.8142,0.0
2019-03-19,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Performance Share Units,A,78254.6077,0.0
2019-03-19,JPM,"BACON, ASHLEY",Chief Risk Officer,Performance Share Units,A,78416.022,0.0
2019-03-19,JPM,"DIMON, JAMES","Director, Chairman & CEO",Performance Share Units,A,578091.2282,0.0
2019-03-19,JPM,"FRIEDMAN, STACEY",General Counsel,Performance Share Units,A,31725.4162,0.0
2019-03-19,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Performance Share Units,A,163780.301,0.0
2019-03-19,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Performance Share Units,A,137473.0518,0.0
2019-03-19,JPM,"ERDOES, MARY E.",CEO Asset & Wealth Management,Performance Share Units,A,145932.2581,0.0
2019-03-01,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,222.0,0.0
2019-02-20,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,104520.0,105.3375
2019-02-20,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,149179.0,43.2
2019-02-20,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,341842.0,46.58
2019-02-20,JPM,"LAKE, MARIANNE",Chief Financial Officer,Stock Appreciation Rights,D,341842.0,0.0
2019-02-20,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,252643.0,105.3375
2019-02-20,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Stock Appreciation Rights,D,149179.0,0.0
2019-02-05,JPM,"CROWN, JAMES S",Director,Common Stock,A,5000.0,103.7899
2019-01-29,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,18679.0,105.0024
2019-01-29,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,13341.0,105.0001
2019-01-29,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,3022.0,105.0001
2019-01-29,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,11659.0,105.0009
2019-01-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,5831.0,102.7789
2019-01-15,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"BELL, JAMES A",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,A,10544.0,0.0
2019-01-15,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"RAYMOND, LEE R",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"JACKSON, LABAN",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"CROWN, JAMES S",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"BAMMANN, LINDA",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Restricted Stock Units,A,63411.0,0.0
2019-01-15,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,A,15667.0,0.0
2019-01-15,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,A,35809.0,0.0
2019-01-15,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,A,9326.0,0.0
2019-01-15,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,A,42523.0,0.0
2019-01-15,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,A,29841.0,0.0
2019-01-15,JPM,"ERDOES, MARY E.",CEO Asset Management,Restricted Stock Units,A,58935.0,0.0
2019-01-15,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,A,18651.0,0.0
2019-01-15,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,A,33775.0,0.0
2019-01-15,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Restricted Stock Units,A,83586.0,0.0
2019-01-15,JPM,"COMBS, TODD A.",Director,Common Stock,A,2486.6962,100.535
2019-01-15,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,2486.6962,100.535
2019-01-13,JPM,"ERDOES, MARY E.",CEO Asset Management,Common Stock,D,39893.0,99.56
2019-01-13,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,12078.0,99.56
2019-01-13,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,D,15287.0,0.0
2019-01-13,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,D,13353.0,0.0
2019-01-13,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,A,50733.0,0.0
2019-01-13,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Common Stock,D,23845.0,99.56
2019-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,3978.0,99.56
2019-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,4273.0,0.0
2019-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,26861.0,0.0
2019-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,A,20920.0,0.0
2019-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Common Stock,D,24042.0,99.56
2019-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,D,26861.0,0.0
2019-01-13,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,D,20920.0,0.0
2019-01-13,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,2813.0,0.0
2019-01-13,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,1890.0,0.0
2019-01-13,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,1688.0,99.56
2019-01-13,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,2813.0,0.0
2019-01-13,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,1890.0,0.0
2019-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,12908.0,0.0
2019-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,A,9828.0,0.0
2019-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,10643.0,99.56
2019-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,9828.0,0.0
2019-01-13,JPM,"FRIEDMAN, STACEY",General Counsel,Restricted Stock Units,D,12908.0,0.0
2019-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Restricted Stock Units,D,42584.0,0.0
2019-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Restricted Stock Units,D,32493.0,0.0
2019-01-13,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,15287.0,0.0
2019-01-13,JPM,"PINTO, DANIEL E","Co-President & COO, CEO CIB",Restricted Stock Units,D,50733.0,0.0
2019-01-13,JPM,"ERDOES, MARY E.",CEO Asset Management,Restricted Stock Units,D,45205.0,0.0
2019-01-13,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,13353.0,0.0
2019-01-13,JPM,"ERDOES, MARY E.",CEO Asset Management,Common Stock,A,45205.0,0.0
2019-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,11573.0,0.0
2019-01-13,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,9434.0,0.0
2019-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,9722.0,99.56
2019-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,9434.0,0.0
2019-01-13,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,11573.0,0.0
2019-01-13,JPM,"ERDOES, MARY E.",CEO Asset Management,Restricted Stock Units,D,32493.0,0.0
2019-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,36945.0,99.56
2019-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,32493.0,0.0
2019-01-13,JPM,"ERDOES, MARY E.",CEO Asset Management,Common Stock,A,32493.0,0.0
2019-01-13,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,42584.0,0.0
2019-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,D,19356.0,99.56
2019-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,5940.0,0.0
2019-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,24291.0,0.0
2019-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,D,18395.0,0.0
2019-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,24291.0,0.0
2019-01-13,JPM,"BACON, ASHLEY",Chief Risk Officer,Common Stock,A,18395.0,0.0
2019-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,5940.0,0.0
2019-01-13,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,4273.0,0.0
2019-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,24241.0,0.0
2019-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,A,18249.0,0.0
2019-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,19170.0,99.56
2019-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,D,24241.0,0.0
2019-01-13,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Restricted Stock Units,D,18249.0,0.0
2018-12-31,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,332.9236,97.62
2018-12-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,294.5093,97.62
2018-12-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,332.9236,97.62
2018-12-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,448.1664,97.62
2018-12-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,460.9711,97.62
2018-12-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,473.7759,97.62
2018-12-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,486.5806,97.62
2018-12-05,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,1142007.0,6.83
2018-11-14,JPM,"PETNO, DOUGLAS B",CEO Commercial Banking,Common Stock,D,915.0,0.0
2018-11-09,JPM,"ERDOES, MARY E.",CEO Asset Management,Common Stock,D,61391.0,111.595
2018-11-09,JPM,"ERDOES, MARY E.",CEO Asset Management,Stock Appreciation Rights,D,100000.0,0.0
2018-11-09,JPM,"ERDOES, MARY E.",CEO Asset Management,Common Stock,A,100000.0,19.49
2018-11-01,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,A,24025.0,0.0
2018-11-01,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,24025.0,0.0
2018-10-30,JPM,"RAYMOND, LEE R",Director,"Preferred Stock, Series I",D,565.0,1000.0
2018-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,2790.0,0.0
2018-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,A,1856.0,0.0
2018-10-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,D,1599.0,104.81
2018-10-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Restricted Stock Units,D,3003.0,0.0
2018-10-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,A,11138.0,0.0
2018-10-25,JPM,"LEOPOLD, ROBIN",Head of Human Resources,Common Stock,A,3003.0,0.0
2018-10-25,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,D,4004.0,0.0
2018-10-25,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,1887.0,104.81
2018-10-25,JPM,"SCHER, PETER",Executive Vice President,Common Stock,A,4004.0,0.0
2018-10-25,JPM,"BEER, LORI A",Chief Information Officer,Restricted Stock Units,D,11138.0,0.0
2018-10-25,JPM,"BEER, LORI A",Chief Information Officer,Common Stock,D,5928.0,104.81
2018-10-25,JPM,"GILES, NICOLE",Corporate Controller,Common Stock,D,2365.0,104.81
2018-10-25,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,1856.0,0.0
2018-10-25,JPM,"GILES, NICOLE",Corporate Controller,Restricted Stock Units,D,2790.0,0.0
2018-10-19,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,1150.0,108.9399
2018-09-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,365.5619,112.84
2018-09-30,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,387.7171,112.84
2018-09-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,398.7948,112.84
2018-09-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,288.0184,112.84
2018-09-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,376.6395,112.84
2018-09-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,288.0184,112.84
2018-09-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,254.7855,112.84
2018-08-15,JPM,"HOBSON, MELLODY L",Director,Warrants (Right to Buy),D,46308.0,0.0
2018-08-15,JPM,"HOBSON, MELLODY L",Director,Common Stock,D,16953.0,113.7
2018-08-15,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,46308.0,41.624
2018-07-23,JPM,"SMITH, GORDON","Co-President & COO, CEO CCB",Common Stock,D,30725.0,114.0124
2018-07-02,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,D,327.0,7.2
2018-06-30,JPM,"JACKSON, LABAN",Director,Common Stock,A,479.8464,104.2
2018-06-30,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,275.9117,104.2
2018-06-30,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,467.8503,104.2
2018-06-30,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,328.2217,104.2
2018-06-30,JPM,"RAYMOND, LEE R",Director,Common Stock,A,479.8464,104.2
2018-06-30,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,311.9002,104.2
2018-06-30,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,402.4646,104.2
2018-05-31,JPM,"JPMORGAN, CHASE &AMP; CO","10% Owner, Director by Deputization",Series A Senior Perpetual Preferred Stock,A,22000.0,1000.0
2018-05-14,JPM,"COMBS, TODD A.",Director,Common Stock,A,13000.0,114.6075
2018-05-14,JPM,"COMBS, TODD A.",Director,Warrants (Right to Buy),D,22500.0,74.2319
2018-04-16,JPM,"HOBSON, MELLODY L",Director,Common Stock,A,18000.0,111.0452
2018-03-31,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,375.1023,109.97
2018-03-31,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,443.3027,109.97
2018-03-31,JPM,"RAYMOND, LEE R",Director,Common Stock,A,454.6695,109.97
2018-03-31,JPM,"JACKSON, LABAN",Director,Common Stock,A,409.2025,109.97
2018-03-31,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,261.4349,109.97
2018-03-31,JPM,"FLYNN, TIMOTHY PATRICK",Director,Common Stock,A,341.0021,109.97
2018-03-31,JPM,"NEAL, MICHAEL A",Director,Common Stock,A,295.5351,109.97
2018-03-16,JPM,"JPMORGAN, CHASE &AMP; CO",10% Owner,Common Stock,A,241779.0,5.12
2018-02-09,JPM,"JPMORGAN, CHASE &AMP; CO","10% Owner, Director by Deputization",Warrants,A,600000.0,0.0
2018-02-09,JPM,"JPMORGAN, CHASE &AMP; CO","10% Owner, Director by Deputization",Series B-2 Cumulative Convertible Preferred Stock,A,2352941.0,
2018-01-19,JPM,"JACKSON, LABAN",Director,Stock Option (Right to Buy),D,1346.0,0.0
2018-01-19,JPM,"JACKSON, LABAN",Director,Common Stock,A,1346.0,44.55
2018-01-19,JPM,"JACKSON, LABAN",Director,Common Stock,D,725.0,113.572
2018-01-19,JPM,"SCHER, PETER",Executive Vice President,Common Stock,D,26532.0,113.4244
2018-01-18,JPM,"CROWN, JAMES S",Director,Common Stock,A,5.0,113.32
2018-01-18,JPM,"CROWN, JAMES S",Director,Common Stock,A,7275.0,113.3691
2018-01-17,JPM,"FRIEDMAN, STACEY",General Counsel,Common Stock,D,10527.0,112.397
2018-01-16,JPM,"LAKE, MARIANNE",Chief Financial Officer,Restricted Stock Units,A,34076.0,0.0
2018-01-16,JPM,"SCHER, PETER",Executive Vice President,Restricted Stock Units,A,11136.0,0.0
2018-01-16,JPM,"SMITH, GORDON",Executive Vice President,Restricted Stock Units,A,51448.0,0.0
2018-01-16,JPM,"BURKE, STEPHEN B",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"CROWN, JAMES S",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"BAMMANN, LINDA",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"BELL, JAMES A",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"BOWLES, CRANDALL CLOSE",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"JACKSON, LABAN",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"RAYMOND, LEE R",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"WELDON, WILLIAM C",Director,Common Stock,A,2227.1715,112.25
2018-01-16,JPM,"BACON, ASHLEY",Chief Risk Officer,Restricted Stock Units,A,29122.0,0.0
2018-01-16,JPM,"ERDOES, MARY E.",CEO Asset Management,Restricted Stock Units,A,50112.0,0.0
